,carat,cut,color,clarity,depth,table,price
613,1.5,5,4,3,62.3,58.0,10428
614,0.43,4,1,5,61.9,55.5,706
615,0.7,5,7,3,59.8,57.0,2589
616,1.42,4,2,3,61.9,57.0,7157
617,0.51,4,7,4,60.9,56.0,1882
618,1.1,5,3,3,61.6,56.0,4916
619,0.6,5,7,4,60.9,61.0,1808
620,1.5,5,5,4,61.3,58.0,13506
621,0.7,3,5,3,61.1,59.0,2264
622,0.9,5,5,2,62.6,62.0,3210
623,0.9,2,5,4,59.8,61.0,4253
624,1.56,3,2,5,58.2,59.0,10523
625,0.3,4,4,5,62.5,57.0,776
626,0.41,4,2,6,62.3,56.0,827
627,1.63,4,3,4,61.3,56.0,12620
628,0.4,4,1,6,61.8,55.0,662
629,2.11,4,2,4,62.2,55.0,17712
630,0.93,4,4,8,62.2,58.0,5879
631,1.0,5,7,2,59.5,62.0,4626
632,0.9,5,6,4,61.4,57.0,4435
633,0.47,2,6,7,64.0,62.0,1690
634,0.41,4,4,3,61.4,56.0,759
635,0.3,4,3,6,60.4,56.0,605
636,1.5,2,1,4,61.7,56.0,7177
637,0.41,3,5,7,62.3,54.0,1161
638,0.38,4,3,6,61.6,56.0,794
639,1.29,5,2,4,60.4,58.0,6321
640,0.77,5,5,4,62.4,59.0,3018
641,0.5,5,6,4,62.1,62.0,1559
642,0.32,4,4,4,61.8,55.0,561
643,1.01,3,6,4,61.7,56.0,5777
644,1.71,4,3,3,61.4,57.0,12416
645,0.39,4,4,3,60.5,56.0,866
646,0.54,3,7,5,59.9,57.0,1988
647,1.2,3,1,4,62.5,57.0,4590
648,0.52,4,4,5,60.9,55.0,1815
649,0.39,4,4,3,61.0,55.0,675
650,1.01,4,4,4,61.8,56.0,6108
651,1.3,5,3,2,60.7,59.0,4368
652,0.56,5,6,3,61.5,60.0,1848
653,1.28,4,4,7,62.1,56.0,11147
654,1.2,3,3,3,61.6,61.0,6350
655,0.53,4,6,2,63.0,57.0,1262
656,0.3,5,5,6,61.6,58.0,945
657,2.0,4,2,2,59.8,55.0,11255
658,1.3,5,3,3,62.9,60.0,5671
659,1.01,2,6,2,63.7,58.0,4751
660,0.6,2,6,5,58.1,63.0,2065
661,0.71,5,3,2,61.5,57.0,1960
662,1.01,5,7,2,61.8,60.0,4672
663,0.57,5,7,5,60.9,57.0,2093
664,1.21,3,3,5,60.4,59.0,7196
665,0.9,2,6,3,59.8,64.0,4229
666,0.9,4,3,5,61.2,57.0,4064
667,1.0,2,5,3,57.9,62.0,4961
668,0.41,5,6,3,62.4,58.0,755
669,0.38,3,1,8,60.9,61.0,827
670,1.01,2,4,2,59.3,62.0,4397
671,2.57,5,1,3,63.0,58.0,18485
672,0.43,3,5,2,58.3,62.0,633
673,1.07,5,3,2,60.0,59.0,3775
674,0.42,5,7,2,62.1,59.0,700
675,1.21,3,3,4,62.9,57.0,6189
676,0.7,5,5,3,62.2,59.0,2423
677,0.9,5,6,3,62.4,57.0,3609
678,1.25,5,3,5,62.0,59.0,8099
679,1.2,5,5,4,60.2,60.0,9442
680,0.29,5,2,4,62.4,58.0,429
681,1.0,5,4,5,60.9,60.0,6000
682,1.2,3,4,4,62.2,57.0,7983
683,2.0,1,3,3,61.2,50.0,13764
684,0.53,3,5,4,59.2,58.0,1693
685,0.31,4,3,8,62.0,56.0,772
686,0.65,4,1,3,62.1,54.0,1214
687,2.1,5,1,7,61.3,58.0,17606
688,1.2,4,3,5,62.5,57.0,6814
689,0.73,5,4,5,61.5,58.0,2770
690,1.56,3,5,3,60.7,59.0,11794
691,1.54,5,4,6,62.2,59.0,15983
692,1.27,5,2,5,62.2,59.0,6532
693,1.02,1,5,7,64.6,59.0,7960
694,0.7,4,5,5,61.0,55.0,2874
695,0.31,3,7,3,63.0,55.0,571
696,0.92,5,6,3,60.9,59.0,4258
697,0.52,4,6,2,61.8,57.0,1146
698,0.34,5,5,5,60.0,59.0,905
699,0.43,2,6,3,60.6,61.0,723
700,0.42,3,3,3,62.0,59.0,700
701,0.7,1,1,4,67.4,58.0,1896
702,1.01,4,5,5,62.5,54.0,7465
703,1.01,5,5,2,59.2,58.0,3837
704,1.3,4,4,5,62.0,55.0,10038
705,0.71,4,5,4,62.2,56.0,2915
706,0.52,5,4,6,61.5,62.0,2012
707,1.51,2,7,3,64.1,62.0,9674
708,0.4,4,7,4,61.7,56.0,1172
709,1.0,5,4,1,62.5,62.0,2984
710,0.38,4,5,4,62.1,53.8,789
711,0.73,5,6,5,62.6,60.0,2876
712,1.51,3,6,4,63.3,56.0,14482
713,1.02,4,3,4,62.3,54.0,4604
714,0.72,4,7,4,60.9,55.0,3236
715,1.16,3,7,3,61.8,58.0,5695
716,1.04,4,6,2,62.0,55.0,4804
717,1.11,5,4,2,61.2,59.0,4755
718,1.51,3,4,4,63.1,56.0,12551
719,0.57,4,5,7,61.3,56.0,3343
720,0.27,2,6,7,63.9,57.0,586
721,0.42,4,7,6,62.0,55.0,1132
722,0.34,4,6,3,62.1,55.0,765
723,0.91,4,1,6,60.2,57.0,3826
724,0.7,3,5,4,63.9,59.0,2552
725,0.37,4,4,6,60.7,55.0,1073
726,0.82,4,5,2,60.9,57.0,2966
727,0.41,4,4,3,62.6,54.0,923
728,0.41,5,4,5,61.9,60.0,961
729,1.01,3,6,5,62.9,60.0,7332
730,2.01,5,2,3,61.3,60.0,11646
731,1.29,2,2,1,64.2,54.0,3098
732,0.42,4,4,4,62.1,56.0,847
733,1.01,5,6,5,62.0,59.0,7821
734,0.5,2,4,2,63.8,57.0,1009
735,1.02,3,6,3,63.5,55.0,5245
736,1.0,4,1,5,62.3,56.0,4144
737,0.51,3,6,4,63.0,59.0,1590
738,0.63,4,5,6,61.5,56.0,2817
739,0.33,4,2,4,61.4,56.0,480
740,0.76,4,4,5,59.4,57.0,2972
741,0.74,5,7,3,60.6,60.0,2655
742,1.37,4,4,8,62.3,54.0,13439
743,1.01,1,6,3,64.7,59.0,4181
744,1.08,5,3,3,62.6,58.0,5078
745,0.5,3,6,4,62.8,57.0,1624
746,0.57,5,6,3,58.9,59.0,1406
747,1.51,5,5,4,62.5,58.0,14294
748,1.03,5,4,1,60.8,57.0,3073
749,0.32,4,4,7,62.4,56.0,842
750,0.54,4,7,4,61.3,56.0,1892
751,0.31,4,6,4,61.0,56.0,872
752,0.33,3,1,8,60.9,54.0,529
753,0.74,4,2,5,60.7,55.0,2609
754,1.5,5,4,2,62.0,62.0,8190
755,0.91,3,6,2,58.6,63.0,3015
756,0.4,4,5,7,61.5,56.0,1128
757,1.03,3,4,2,63.1,58.0,4060
758,0.33,4,3,5,61.7,54.0,743
759,1.16,3,4,7,60.7,56.0,9023
760,1.19,4,6,2,60.2,57.0,5717
761,0.72,3,6,7,61.2,57.0,4847
762,0.32,2,2,3,63.9,55.0,554
763,0.75,4,7,2,62.2,55.0,2757
764,0.33,5,3,5,61.9,58.0,579
765,0.41,2,1,8,63.5,54.0,827
766,0.38,5,5,7,59.2,58.0,1200
767,0.5,3,4,6,62.8,57.0,1838
768,1.53,3,4,2,62.1,61.0,8455
769,0.9,3,1,4,63.3,56.0,2686
770,0.3,5,5,4,61.5,60.0,776
771,1.5,4,4,3,61.0,57.0,12009
772,0.36,4,6,5,62.4,55.0,852
773,0.63,3,4,6,62.3,55.0,2481
774,1.02,5,4,4,62.6,59.0,6087
775,0.71,4,2,7,61.4,56.0,2606
776,0.7,4,4,8,60.2,57.0,3672
777,0.42,4,6,7,61.6,56.0,1400
778,2.01,5,2,5,62.9,59.0,18206
779,0.5,5,5,4,62.3,58.0,1436
780,1.2,4,4,3,61.8,59.0,6762
781,0.23,4,5,6,62.3,56.0,530
782,0.72,4,3,5,62.3,56.0,2819
783,0.71,1,4,2,64.4,58.0,2300
784,0.3,5,3,3,62.9,56.0,540
785,0.4,3,4,7,60.7,55.0,1066
786,0.4,3,6,3,61.4,58.0,687
787,0.25,3,5,6,61.8,58.0,575
788,0.65,3,5,5,59.3,56.0,2406
789,0.74,5,4,7,61.2,59.0,3145
790,1.25,4,6,7,62.6,56.0,13536
791,0.41,4,5,6,62.6,55.0,1115
792,0.52,5,4,5,62.6,59.0,1815
793,0.3,4,2,3,62.5,58.0,422
794,0.41,4,4,4,61.7,54.0,811
795,1.11,4,3,3,62.3,55.0,5456
796,0.27,5,6,5,61.5,58.0,603
797,0.9,3,7,3,59.4,62.0,4381
798,0.33,5,6,6,60.3,58.0,1114
799,0.54,5,3,7,62.0,57.0,1944
800,0.71,4,4,2,61.1,56.0,2264
801,0.51,4,6,2,63.0,56.0,1170
802,0.23,3,6,6,64.1,58.0,505
803,2.0,2,3,2,63.8,59.0,12554
804,1.18,2,7,2,61.7,63.0,5315
805,2.02,2,2,2,61.0,62.0,12927
806,1.27,3,5,7,62.5,56.0,13200
807,1.53,4,5,3,60.3,57.0,11713
808,0.38,5,5,4,61.9,59.0,1026
809,0.27,3,6,4,58.6,57.0,449
810,0.31,2,4,7,57.5,62.0,849
811,1.02,4,7,3,62.3,56.0,5266
812,1.26,3,6,4,59.5,57.0,9802
813,1.01,2,6,5,63.6,54.0,7466
814,0.31,4,5,7,62.0,55.0,828
815,1.09,4,3,3,61.1,57.0,5219
816,1.14,4,4,5,62.5,56.0,7255
817,0.9,5,6,3,60.8,59.0,4463
818,0.9,2,3,3,57.1,56.0,3726
819,0.5,5,5,3,62.7,61.0,1286
820,1.08,4,3,2,60.4,57.0,4455
821,1.21,4,1,3,62.7,55.0,5489
822,0.73,4,7,3,61.4,57.0,2841
823,1.04,5,5,6,61.6,59.0,9505
824,0.51,5,5,4,61.1,58.0,2203
825,0.65,3,2,8,61.0,55.0,2332
826,0.72,3,1,5,62.2,59.9,1914
827,0.71,5,5,3,61.1,62.0,2317
828,1.14,4,4,5,61.8,55.0,8121
829,0.39,3,5,4,58.4,62.0,821
830,0.32,5,4,4,60.1,61.0,672
831,1.0,3,5,4,61.9,58.0,6927
832,0.4,4,3,7,62.2,55.0,1017
833,1.02,3,4,5,63.3,58.0,6861
834,0.3,2,7,3,63.3,55.0,552
835,0.74,4,2,6,62.3,55.0,2761
836,0.35,4,7,4,60.6,56.0,1063
837,0.73,1,5,5,58.6,66.0,3002
838,0.56,5,5,7,61.1,56.0,2218
839,1.53,4,6,2,61.0,55.0,10698
840,0.7,3,4,5,63.2,56.0,2535
841,0.34,3,3,3,63.3,56.0,628
842,0.33,4,4,8,61.3,57.0,984
843,1.01,5,5,2,60.0,59.0,3897
844,0.97,1,4,1,57.2,60.0,1547
845,0.73,3,5,3,59.7,60.0,2473
846,0.52,5,6,4,60.6,58.0,1622
847,0.75,3,6,3,62.9,57.0,2753
848,0.92,4,6,2,62.2,56.0,4011
849,1.24,3,1,2,63.1,60.0,3791
850,1.51,3,5,6,58.0,65.0,16613
851,1.26,4,3,4,61.7,56.0,7424
852,0.52,4,7,7,62.0,57.0,3218
853,1.55,4,7,2,61.1,56.0,10275
854,2.42,5,1,4,61.3,59.0,17168
855,1.02,5,6,3,62.8,58.0,5429
856,1.21,2,4,4,63.7,59.0,6906
857,1.5,2,5,2,62.6,64.0,8820
858,0.71,4,3,4,62.1,59.0,2572
859,0.32,4,4,8,61.9,54.0,918
860,0.31,2,3,3,64.0,54.0,521
861,1.18,4,2,2,61.9,54.0,5163
862,0.66,3,6,7,61.8,55.0,3309
863,0.3,4,6,7,62.3,55.0,862
864,0.4,4,4,8,61.7,57.0,1229
865,0.52,4,4,7,61.0,57.0,1969
866,0.31,4,3,4,62.0,57.0,628
867,1.6,3,3,2,61.1,57.0,10340
868,1.07,4,6,6,62.3,56.0,10133
869,0.71,5,2,7,62.0,58.0,2549
870,1.04,2,1,2,63.8,56.0,3204
871,0.34,4,6,3,61.2,57.0,637
872,1.02,3,3,3,58.4,62.0,4518
873,1.12,3,3,2,61.7,59.0,5375
874,1.5,4,6,3,62.6,56.0,10777
875,0.3,4,3,8,61.5,56.0,1013
876,1.62,3,3,4,62.6,58.0,10912
877,0.57,5,7,4,61.7,60.0,2047
878,0.91,5,4,3,62.6,58.0,3975
879,0.73,4,6,5,61.9,56.0,3510
880,1.1,3,2,3,60.4,61.0,4235
881,0.7,5,7,5,60.6,58.0,3239
882,1.1,4,3,2,62.0,55.0,4733
883,0.35,4,7,4,61.8,55.0,829
884,0.42,4,4,8,62.6,53.0,1289
885,0.39,4,5,6,62.0,54.0,988
886,1.0,3,6,4,62.1,59.0,6600
887,1.11,5,2,2,61.2,61.0,4028
888,2.11,3,6,2,62.4,61.0,17871
889,1.04,4,4,2,62.0,57.0,4200
890,0.9,2,3,4,61.9,58.0,3989
891,0.3,4,5,4,62.5,55.0,776
892,3.0,2,1,2,59.3,64.0,14918
893,0.42,5,5,5,59.8,57.0,985
894,0.7,5,4,3,62.6,60.0,2415
895,0.5,4,4,3,61.7,57.0,1237
896,1.02,3,4,4,60.9,56.0,6432
897,0.81,4,6,4,61.5,57.0,3975
898,0.3,5,2,7,62.2,58.0,552
899,1.2,5,2,6,63.0,60.0,5376
900,0.41,4,2,6,61.6,57.0,1061
901,1.11,4,2,3,61.4,60.0,4849
902,0.34,3,5,4,62.9,55.0,686
903,1.01,5,6,2,59.6,61.0,4434
904,0.53,4,7,4,61.2,57.0,1956
905,0.51,2,7,3,63.3,57.0,1423
906,0.31,4,7,4,62.2,56.0,942
907,1.5,2,3,3,64.3,60.0,9946
908,0.72,3,2,4,61.8,60.0,2109
909,0.4,5,4,5,60.3,59.0,877
910,0.7,2,6,6,63.6,62.0,2858
911,0.3,5,2,5,61.6,61.0,567
912,0.75,5,7,3,59.2,58.0,3024
913,0.3,4,5,7,62.6,55.0,814
914,1.99,2,1,4,62.9,61.0,13338
915,0.71,2,6,4,59.2,61.0,2772
916,0.92,5,3,5,61.7,62.0,4039
917,0.4,2,2,3,63.2,54.0,596
918,1.5,2,5,3,60.5,62.0,11399
919,2.01,5,6,2,62.6,58.0,14502
920,0.4,4,4,4,60.9,58.0,825
921,0.36,4,5,7,61.5,54.0,1021
922,1.43,4,4,5,59.9,57.0,11302
923,0.51,4,3,7,61.8,55.0,1776
924,0.3,2,6,6,63.2,59.0,684
925,0.52,3,6,2,61.1,57.0,1146
926,0.39,2,4,4,63.4,57.0,787
927,1.51,2,1,4,63.7,59.0,7207
928,0.33,5,4,4,60.8,58.0,579
929,1.51,2,4,6,63.8,59.0,13155
930,0.93,4,4,2,61.0,54.0,3114
931,1.06,4,2,2,62.8,55.0,3146
932,0.72,5,1,7,61.4,61.0,2203
933,0.53,4,5,3,62.6,55.0,1359
934,1.0,5,5,4,61.9,59.0,6521
935,2.01,5,3,2,62.3,58.0,15773
936,0.3,3,1,5,63.0,59.0,394
937,0.8,3,7,3,58.2,63.0,2925
938,0.7,3,5,4,61.7,57.0,2559
939,0.73,4,7,4,62.6,55.0,3735
940,0.31,4,3,6,62.2,55.0,802
941,1.02,5,1,4,61.6,58.0,3513
942,0.9,2,5,2,63.1,57.0,3267
943,0.77,3,7,5,62.4,58.0,3643
944,1.33,3,1,4,63.9,57.0,5913
945,1.01,4,7,6,61.6,57.0,12996
946,0.55,3,7,2,59.7,64.0,1401
947,1.13,4,4,3,61.8,55.0,5759
948,0.3,5,3,6,62.4,58.0,776
949,0.72,5,1,3,60.4,61.0,1579
950,1.05,5,5,3,61.8,56.0,5557
951,0.54,5,5,5,61.8,59.0,1649
952,0.33,3,4,5,62.8,58.0,666
953,1.31,5,2,3,63.0,57.0,5869
954,0.3,4,5,7,62.4,56.0,868
955,1.5,2,5,2,59.7,61.0,8181
956,1.1,4,3,2,62.0,55.0,4537
957,0.98,5,3,1,59.6,60.0,2046
958,0.51,4,2,4,62.1,54.0,1131
959,0.7,5,7,2,59.8,59.0,1806
960,1.0,3,5,2,63.4,55.0,4033
961,0.52,4,3,7,60.7,57.0,1639
962,1.7,3,4,5,63.5,56.0,15102
963,1.02,5,5,2,59.9,62.0,4238
964,0.72,5,7,4,60.2,60.0,3045
965,0.32,4,5,5,61.0,54.0,716
966,2.08,4,2,2,62.0,56.0,11886
967,0.33,3,6,4,60.6,58.0,675
968,1.0,4,4,3,62.2,57.0,4956
969,1.05,3,4,2,63.5,57.0,4427
970,2.01,1,2,2,66.5,61.0,10671
971,0.31,5,7,3,61.2,60.0,732
972,1.73,5,5,2,63.0,60.0,8816
973,1.24,4,2,4,61.8,56.0,7544
974,0.33,3,5,3,61.2,58.1,544
975,1.01,5,5,2,62.0,59.0,4072
976,1.02,3,4,2,63.8,55.0,4501
977,0.31,5,4,4,61.0,56.0,698
978,1.05,3,4,5,62.3,56.0,7010
979,0.54,4,7,7,61.4,58.0,3139
980,0.3,4,5,4,61.8,56.0,605
981,0.3,5,6,7,61.3,59.0,956
982,0.72,4,5,3,61.5,56.0,2870
983,0.7,4,4,3,61.0,56.0,2480
984,0.3,3,7,4,62.9,59.0,710
985,0.91,5,2,5,61.9,57.0,3669
986,0.77,4,1,4,61.9,54.0,2292
987,0.92,5,7,2,60.2,61.0,3004
988,0.53,2,5,5,61.8,62.8,1624
989,0.72,3,5,3,63.1,55.0,2333
990,1.09,4,4,3,62.4,56.0,5496
991,0.53,3,6,5,63.0,56.0,1776
992,0.5,5,6,4,62.7,59.0,1676
993,0.82,5,6,2,60.0,56.0,2329
994,2.2,5,1,2,60.9,60.0,13065
995,0.5,2,1,4,57.7,60.0,963
996,0.7,5,4,3,61.6,58.0,2285
997,0.9,5,6,3,59.8,58.0,4092
998,1.03,4,3,3,62.0,57.0,5063
999,0.77,5,7,4,61.2,59.0,3428
1000,0.9,3,4,7,62.3,58.0,4601
1001,0.32,5,4,8,61.8,55.0,1020
1002,0.71,3,1,3,61.0,61.0,1760
1003,2.28,5,3,2,62.5,58.0,15413
1004,0.7,3,7,5,61.6,58.0,3477
1005,1.07,2,4,3,63.1,59.0,4861
1006,0.56,4,4,8,62.0,56.0,2279
1007,0.4,4,1,8,62.5,56.0,758
1008,1.06,5,6,3,63.0,56.0,4689
1009,0.78,4,6,4,61.1,55.0,3713
1010,1.0,1,6,2,64.6,54.0,3763
1011,0.5,5,6,4,62.3,60.0,1746
1012,1.32,5,4,5,60.6,57.0,9979
1013,0.7,3,2,5,61.4,57.0,2405
1014,0.7,2,5,3,63.8,60.0,2401
1015,1.1,3,2,3,62.7,58.0,4356
1016,2.14,5,2,4,62.3,58.0,17416
1017,1.13,4,4,4,61.9,56.0,7147
1018,1.22,4,6,6,63.0,55.0,12036
1019,1.01,3,4,5,60.5,60.0,6239
1020,0.3,3,6,6,60.7,55.0,814
1021,0.3,3,2,5,62.9,58.0,473
1022,0.27,2,7,6,64.3,55.0,693
1023,1.06,4,2,4,61.6,57.0,5748
1024,0.71,2,2,4,64.3,63.0,2270
1025,0.4,3,4,5,60.4,57.0,760
1026,1.05,5,4,4,61.8,58.0,6070
1027,1.5,3,1,3,62.5,58.0,6987
1028,0.52,4,7,4,62.7,53.0,1919
1029,0.53,4,3,8,62.0,54.0,1920
1030,2.0,5,1,4,62.9,60.0,11966
1031,0.32,3,3,6,62.1,58.0,645
1032,0.7,2,6,5,58.4,60.0,3419
1033,1.16,5,3,3,61.2,57.0,5554
1034,0.32,4,5,6,62.1,54.0,786
1035,1.21,4,5,4,61.2,57.0,8452
1036,1.13,5,4,7,59.3,59.0,8868
1037,0.51,3,3,3,63.0,57.0,1090
1038,1.0,1,3,3,56.3,63.0,4150
1039,0.4,4,6,4,62.4,56.0,975
1040,0.59,5,6,4,62.5,56.0,2578
1041,0.3,4,6,4,61.8,55.0,795
1042,0.23,4,5,5,61.4,55.0,548
1043,1.2,5,3,2,62.3,58.0,5376
1044,0.44,5,6,3,62.3,58.0,998
1045,0.74,5,5,3,61.4,59.0,2671
1046,0.5,4,7,3,60.9,57.0,1654
1047,0.3,3,6,6,62.5,56.0,742
1048,0.3,2,3,6,63.4,57.0,605
1049,0.51,4,4,5,61.0,55.0,1781
1050,0.44,4,4,7,61.3,56.0,1202
1051,0.3,3,7,5,60.1,58.0,666
1052,0.5,2,5,3,59.6,61.0,1214
1053,1.13,5,3,4,62.4,58.0,5779
1054,1.5,5,4,2,58.5,62.0,8736
1055,1.01,3,6,4,62.7,57.0,6666
1056,1.0,3,6,4,63.5,56.0,5633
1057,0.58,4,5,4,60.6,56.0,1809
1058,0.24,3,5,6,62.2,58.0,552
1059,0.8,2,5,4,63.2,55.0,3429
1060,0.57,4,5,4,61.7,57.0,1847
1061,1.52,2,5,2,58.2,60.0,9028
1062,0.51,3,7,6,62.4,58.0,2220
1063,0.38,4,2,2,61.6,56.0,554
1064,0.35,4,7,4,61.3,56.0,829
1065,1.0,4,4,6,61.1,58.0,9294
1066,0.92,5,5,3,58.5,57.0,3400
1067,1.01,4,2,3,60.6,57.0,3999
1068,0.52,2,5,5,64.2,58.0,1841
1069,0.35,4,1,4,61.8,55.0,446
1070,1.0,3,3,2,59.7,58.0,4273
1071,1.03,4,3,2,60.6,56.0,4283
1072,0.41,2,4,2,63.4,58.0,611
1073,0.71,2,4,3,62.3,56.0,2251
1074,2.01,5,4,2,60.1,60.0,17403
1075,1.5,3,3,5,59.6,60.0,12152
1076,0.32,4,3,4,62.8,55.0,648
1077,1.71,3,3,4,58.8,60.0,12493
1078,1.35,5,1,3,60.9,59.0,5546
1079,0.31,5,6,6,61.3,60.0,1046
1080,0.76,4,7,6,62.3,57.0,4223
1081,1.5,3,1,6,63.3,57.0,8427
1082,0.72,4,2,4,61.8,56.0,2650
1083,0.57,5,7,3,62.6,56.0,2001
1084,0.91,2,4,4,63.6,58.0,4257
1085,0.71,4,6,2,62.3,57.0,2190
1086,1.11,3,3,3,62.0,55.0,4871
1087,1.26,4,1,5,62.2,58.0,6332
1088,0.33,4,4,4,62.3,55.0,579
1089,0.38,5,6,5,61.5,58.0,1069
1090,0.35,5,6,3,61.2,58.0,614
1091,0.32,4,6,6,61.2,56.0,816
1092,0.53,4,5,5,60.8,55.0,1939
1093,0.33,5,4,7,61.5,59.0,1040
1094,1.01,2,5,3,61.6,63.0,4816
1095,1.51,4,3,4,62.5,55.0,10763
1096,0.32,4,7,5,61.8,56.0,736
1097,1.05,5,6,2,60.3,61.0,5400
1098,1.04,4,4,2,61.7,56.0,4455
1099,0.71,4,7,4,59.9,57.0,3540
1100,0.41,5,4,6,61.6,58.0,1076
1101,0.84,3,7,3,59.9,54.0,4205
1102,0.5,5,4,5,60.8,60.0,1629
1103,0.3,3,4,3,60.1,58.0,413
1104,0.28,2,6,7,64.6,55.0,492
1105,0.24,3,6,6,61.1,60.0,478
1106,0.7,5,2,2,59.5,58.0,1890
1107,0.33,3,6,4,59.8,59.0,772
1108,0.41,4,7,2,62.6,55.0,876
1109,0.85,1,2,3,65.8,65.0,2493
1110,0.41,4,4,5,61.6,57.0,961
1111,1.01,5,3,3,62.2,54.0,4707
1112,0.42,4,6,4,61.7,56.0,1024
1113,0.73,3,7,5,62.2,56.0,3856
1114,1.01,3,7,4,61.9,59.0,7422
1115,1.01,5,3,2,61.1,59.0,4242
1116,1.01,5,7,3,62.6,58.0,5543
1117,0.37,4,4,4,60.8,57.0,649
1118,2.03,4,2,2,60.8,59.0,13398
1119,0.3,2,6,5,63.2,57.0,568
1120,0.26,4,6,6,61.5,56.0,599
1121,1.0,2,3,6,63.7,52.0,6194
1122,0.55,5,4,4,59.6,59.0,1448
1123,1.01,5,5,2,58.8,61.0,4468
1124,1.0,4,5,2,62.3,56.0,3696
1125,1.02,3,6,2,62.8,55.0,4398
1126,0.35,4,5,3,62.4,55.0,748
1127,0.83,4,5,2,62.3,55.0,2790
1128,0.32,4,7,4,61.7,57.0,972
1129,1.21,4,3,3,61.8,55.0,6727
1130,1.1,5,3,2,60.9,57.0,4558
1131,0.4,5,7,2,63.0,59.0,798
1132,0.32,3,4,4,58.4,57.0,524
1133,2.01,4,4,2,61.7,57.0,18259
1134,0.33,4,2,3,61.3,56.0,463
1135,0.31,4,4,8,62.0,54.0,1028
1136,0.54,4,5,4,59.8,58.0,1680
1137,1.04,5,3,4,61.2,59.0,5561
1138,0.93,5,5,2,61.3,62.0,3317
1139,0.41,4,5,7,61.3,56.0,1001
1140,1.51,5,3,2,62.8,60.0,8074
1141,1.01,2,3,3,63.4,58.0,4116
1142,0.4,5,5,5,62.5,59.0,1050
1143,1.0,1,3,3,55.2,64.0,3830
1144,0.9,5,6,3,62.3,56.0,4502
1145,0.72,5,6,4,63.0,55.0,2802
1146,0.51,1,4,3,65.2,55.0,1071
1147,0.57,4,7,2,62.3,53.0,1333
1148,0.25,4,5,5,61.8,57.0,436
1149,0.74,2,6,3,62.8,61.0,2906
1150,1.15,5,5,5,62.7,58.0,8018
1151,1.0,4,3,3,61.4,55.0,4469
1152,0.24,3,6,6,62.4,54.0,608
1153,1.0,3,4,6,60.3,62.0,7163
1154,0.34,4,4,8,61.9,54.0,974
1155,0.34,4,4,8,61.9,57.0,1084
1156,0.9,3,4,4,61.5,60.0,4386
1157,1.54,4,5,5,60.3,57.0,18416
1158,1.0,1,6,3,65.8,59.0,4798
1159,0.56,5,6,5,60.1,61.0,1882
1160,0.93,4,3,4,61.5,57.0,4218
1161,1.72,4,1,3,62.0,57.0,8900
1162,0.7,3,2,4,62.8,55.0,1867
1163,1.01,3,4,4,62.9,60.0,5779
1164,0.55,4,6,3,60.7,57.0,1551
1165,1.35,2,2,2,57.9,60.0,4423
1166,0.57,4,7,7,61.6,56.0,3126
1167,0.41,4,5,4,62.6,57.0,1107
1168,0.5,5,4,5,62.5,60.0,1583
1169,1.19,2,7,5,63.8,55.0,7437
1170,0.34,4,3,7,62.0,54.0,775
1171,0.5,4,4,6,60.5,55.0,1838
1172,1.52,4,5,4,62.5,55.0,14915
1173,0.5,4,2,7,61.6,56.0,1747
1174,0.3,4,7,3,62.2,56.0,709
1175,0.24,2,6,6,65.0,58.0,492
1176,1.01,2,5,4,63.9,58.0,6330
1177,0.34,4,6,4,62.4,54.0,745
1178,0.31,4,7,5,60.6,57.0,713
1179,0.82,5,6,4,62.6,60.0,3577
1180,0.35,4,6,4,61.7,55.0,984
1181,0.71,1,4,2,65.6,56.0,1691
1182,0.34,4,6,4,62.1,54.0,745
1183,0.38,3,4,6,61.5,57.0,853
1184,0.54,2,4,5,59.0,62.0,1640
1185,0.73,4,4,3,60.6,57.0,3089
1186,1.01,2,6,3,63.9,56.0,5724
1187,1.01,5,3,4,62.5,58.0,5611
1188,1.0,5,3,2,59.1,62.0,3640
1189,0.25,3,5,5,61.2,59.0,435
1190,1.5,4,5,4,60.4,57.0,14199
1191,0.9,4,3,2,62.1,55.0,4001
1192,0.63,3,4,5,59.9,57.0,2241
1193,0.55,4,7,3,61.3,56.0,1611
1194,1.75,4,3,1,61.5,55.0,7409
1195,0.3,3,3,4,62.6,57.0,457
1196,0.43,5,7,3,61.2,58.0,830
1197,1.5,4,2,3,62.1,55.0,8685
1198,0.32,4,1,4,62.3,55.3,413
1199,0.32,2,4,3,63.5,56.0,477
1200,1.07,5,4,4,61.9,58.0,6903
1201,1.01,2,5,5,63.3,60.0,6999
1202,0.58,3,5,5,62.4,55.0,2046
1203,0.31,4,2,8,62.0,54.0,635
1204,0.53,4,4,8,60.6,56.0,2293
1205,0.67,2,4,3,62.9,59.0,1811
1206,0.91,5,6,2,62.8,59.0,3898
1207,1.0,3,7,4,62.6,58.0,6762
1208,0.51,4,4,2,60.6,57.0,973
1209,2.01,5,1,3,60.9,58.0,12048
1210,0.33,4,7,4,60.7,57.0,1002
1211,2.02,4,3,2,62.1,56.0,12485
1212,0.35,4,6,5,61.6,57.0,829
1213,0.31,4,7,5,61.6,55.0,713
1214,0.91,5,7,2,61.1,60.0,4123
1215,0.38,5,7,4,60.9,58.0,998
1216,0.84,3,4,2,62.8,57.0,3015
