,cut,color,clarity,depth,table
873,4,7,4,60.9,56.0
874,5,7,6,60.1,58.0
875,2,1,4,62.8,58.0
876,3,6,4,59.9,55.0
877,4,4,8,61.2,55.0
878,4,4,7,61.7,55.0
879,5,4,5,61.9,59.0
880,4,5,4,62.7,57.0
881,5,3,4,60.5,59.0
882,5,7,2,61.6,59.0
883,4,4,3,61.7,56.0
884,4,3,3,61.7,56.0
885,5,6,2,62.4,58.0
886,5,5,2,61.7,58.0
887,4,2,7,61.3,57.0
888,5,4,7,58.9,60.0
889,4,6,7,62.2,55.0
890,3,6,4,61.8,58.0
891,3,3,7,59.9,57.0
892,3,2,3,62.7,61.0
893,2,7,4,63.1,57.0
894,4,4,3,62.2,57.0
895,2,2,4,62.5,59.0
896,4,3,5,61.5,56.0
897,5,4,5,61.0,59.0
898,4,3,4,62.5,57.0
899,3,1,5,63.4,57.0
900,5,2,8,59.0,61.0
901,4,2,4,63.2,59.0
902,5,2,2,60.3,58.0
903,5,7,4,60.9,58.0
904,2,3,3,63.2,57.0
905,3,7,3,63.1,55.0
906,4,2,4,61.8,55.0
907,5,4,7,59.0,62.0
908,2,3,3,61.2,62.0
909,3,2,5,62.9,59.0
910,3,5,6,61.0,58.0
911,3,5,3,63.1,58.0
912,3,6,1,60.6,63.0
913,5,4,2,62.9,57.0
914,3,6,3,63.3,55.0
915,5,3,5,62.1,59.0
916,2,5,5,63.2,57.0
917,5,1,5,60.7,60.0
918,4,5,3,62.1,56.0
919,4,5,2,62.1,54.7
920,2,2,3,60.2,64.0
921,3,5,2,58.6,60.0
922,4,7,6,61.7,56.0
923,2,2,3,58.2,61.0
924,4,7,4,61.8,55.0
925,2,7,2,61.0,62.0
926,4,3,4,62.5,54.0
927,4,3,6,62.0,57.0
928,5,6,4,62.4,60.0
929,4,7,4,61.2,55.0
930,5,2,5,60.8,59.0
931,5,3,6,60.6,60.0
932,5,4,6,62.3,60.0
933,4,7,3,62.7,56.0
934,1,6,6,51.0,67.0
935,5,3,3,60.0,60.0
936,4,2,8,61.3,56.0
937,4,7,3,62.3,53.0
938,5,5,2,61.9,58.0
939,4,7,4,61.8,56.0
940,3,4,2,62.0,58.0
941,3,4,3,59.6,60.0
942,4,4,4,62.5,53.0
943,3,5,2,59.7,56.0
944,5,1,5,61.7,59.0
945,5,4,2,62.3,59.0
946,4,4,8,61.6,55.0
947,3,3,4,60.6,60.0
948,5,3,5,61.1,59.0
949,5,2,2,61.3,59.0
950,2,3,2,63.6,58.0
951,3,3,7,62.3,56.0
952,5,5,3,61.1,59.0
953,4,7,4,62.6,56.0
954,3,2,5,62.5,58.0
955,3,6,6,59.4,59.0
956,3,4,4,62.8,60.0
957,3,2,5,62.4,58.0
958,3,1,4,60.9,58.0
959,4,3,6,62.1,57.0
960,4,4,4,61.6,55.0
961,2,6,3,63.9,58.0
962,4,5,8,61.7,55.0
963,2,7,4,63.5,56.0
964,3,4,6,63.5,56.0
965,5,3,2,59.4,62.0
966,4,4,4,61.7,57.0
967,2,6,4,58.7,63.0
968,4,3,7,62.4,55.0
969,3,5,8,63.2,63.0
970,4,4,5,61.4,56.0
971,4,6,5,60.9,55.8
972,5,4,4,61.9,58.0
973,3,7,1,59.7,63.0
974,3,2,5,63.0,58.0
975,3,6,4,62.1,60.0
976,4,4,5,61.9,55.0
977,4,6,3,61.9,55.0
978,5,3,3,61.1,57.0
979,3,1,5,59.6,60.0
980,3,2,8,59.5,57.0
981,3,7,6,62.4,58.0
982,3,6,8,60.6,60.0
983,4,1,6,60.6,57.0
984,2,5,5,62.8,57.0
985,5,4,2,61.2,56.0
986,5,4,3,61.0,62.0
987,3,7,4,63.6,59.0
988,5,4,2,60.5,62.0
989,4,6,6,61.8,54.0
990,4,6,7,61.5,56.0
991,4,4,8,61.7,56.0
992,3,4,4,62.1,56.0
993,3,6,4,62.7,58.0
994,3,5,6,63.4,56.0
995,5,6,3,60.8,60.0
996,5,5,4,62.7,58.0
997,4,6,4,61.8,56.0
998,3,6,2,60.0,60.0
999,4,5,6,62.4,57.0
1000,4,3,4,62.4,55.0
1001,3,2,3,61.1,61.0
1002,4,3,6,61.6,55.0
1003,4,4,7,60.1,57.0
1004,5,1,2,59.0,59.0
1005,4,2,3,62.3,53.0
1006,4,5,6,61.4,57.0
1007,4,5,4,62.3,56.0
1008,4,4,6,62.6,55.0
1009,4,7,4,61.6,56.0
1010,3,7,2,62.9,56.0
1011,5,7,4,60.9,58.0
1012,5,4,5,62.8,58.0
1013,5,6,2,58.2,61.0
1014,5,5,4,60.7,58.0
1015,1,5,2,55.9,64.0
1016,5,3,2,62.4,58.0
1017,5,4,4,59.9,59.0
1018,5,4,2,62.8,52.0
1019,5,3,2,62.2,60.0
1020,4,4,6,62.2,53.0
1021,3,7,3,60.3,61.0
1022,4,4,5,62.1,54.0
1023,3,3,8,61.3,60.0
1024,5,5,6,61.1,58.0
1025,4,6,4,62.3,56.0
1026,4,3,6,61.8,57.0
1027,5,3,6,60.6,60.0
1028,5,4,2,58.2,60.0
1029,5,3,3,62.4,58.0
1030,4,5,7,61.3,57.0
1031,4,6,3,61.6,57.0
1032,4,4,6,61.5,57.0
1033,4,3,3,62.5,56.0
1034,2,5,3,64.3,60.0
1035,3,5,4,61.2,60.0
1036,2,3,4,63.1,58.0
1037,2,7,4,64.2,60.0
1038,3,1,4,61.8,60.0
1039,5,3,6,61.3,58.0
1040,3,3,2,63.5,58.0
1041,3,4,5,62.5,53.0
1042,3,5,6,62.8,57.0
1043,3,3,5,62.5,59.0
1044,5,5,4,62.2,58.0
1045,3,4,5,62.8,58.0
1046,4,5,6,61.2,55.0
1047,5,6,2,61.9,58.0
1048,3,2,5,62.3,60.0
1049,5,5,3,61.6,60.0
1050,3,3,4,61.8,58.0
1051,4,4,2,60.8,57.0
1052,5,4,5,62.1,58.0
1053,3,7,3,62.4,61.0
1054,5,4,3,62.5,57.0
1055,4,4,6,61.7,55.0
1056,4,6,3,61.1,56.0
1057,4,6,4,61.7,57.0
1058,4,6,7,60.9,55.0
1059,5,5,2,61.6,60.0
1060,3,6,3,59.7,59.0
1061,5,3,3,62.0,59.0
1062,4,4,6,62.1,56.0
1063,4,4,8,62.1,54.0
1064,4,5,5,61.9,54.0
1065,2,4,6,63.3,58.0
1066,3,6,2,63.1,61.0
1067,4,7,3,60.8,56.0
1068,2,6,4,60.2,61.0
1069,3,5,7,58.9,59.0
1070,3,5,4,63.2,59.0
1071,5,6,4,61.3,59.0
1072,4,6,5,61.6,57.0
1073,4,3,3,61.2,57.0
1074,5,2,5,61.8,62.0
1075,5,5,4,61.4,60.0
1076,4,4,8,62.3,56.0
1077,2,3,4,63.8,57.0
1078,5,5,5,60.8,62.0
1079,3,3,6,62.5,56.0
1080,3,1,4,62.8,56.0
1081,5,7,2,61.2,60.0
1082,4,2,4,61.6,55.0
1083,5,3,2,58.6,59.0
1084,4,6,5,61.5,55.0
1085,4,4,7,61.1,56.0
1086,4,7,3,61.5,56.0
1087,4,3,6,62.2,56.0
1088,4,2,5,62.9,56.0
1089,4,5,8,62.3,54.0
1090,4,4,4,60.7,56.0
1091,4,5,8,61.7,55.0
1092,4,3,6,60.9,57.0
1093,5,5,2,62.3,56.0
1094,3,6,4,62.4,58.0
1095,4,6,4,62.4,54.0
1096,5,7,3,62.3,58.0
1097,2,5,3,57.4,61.0
1098,5,5,3,62.3,55.0
1099,3,6,3,58.3,61.0
1100,5,2,6,59.9,58.0
1101,5,1,3,62.8,58.0
1102,4,5,4,61.9,57.0
1103,5,5,6,62.2,59.0
1104,5,5,5,62.4,60.0
1105,5,3,2,62.7,58.0
1106,2,7,2,60.2,65.0
1107,4,4,3,61.7,56.0
1108,5,7,3,59.2,62.0
1109,4,6,3,62.3,56.0
1110,1,3,5,65.8,56.0
1111,3,5,2,63.1,54.0
1112,4,7,3,61.5,53.0
1113,4,3,4,61.8,54.0
1114,4,4,6,60.7,57.0
1115,5,5,1,62.2,56.0
1116,4,5,5,61.0,56.0
1117,2,4,3,63.1,56.0
1118,4,2,4,61.5,56.0
1119,4,6,8,61.3,58.0
1120,3,3,2,59.8,60.0
1121,4,3,5,61.6,57.0
1122,4,4,4,62.9,56.0
1123,1,7,2,65.5,60.0
1124,3,1,5,64.1,58.0
1125,5,4,5,61.8,60.0
1126,4,5,5,60.6,56.0
1127,5,3,8,60.2,60.0
1128,5,6,3,61.3,58.0
1129,3,5,5,63.0,56.0
1130,4,3,3,62.4,57.0
1131,5,5,6,60.5,59.0
1132,4,1,3,60.6,57.0
1133,4,4,6,62.0,57.0
1134,3,5,2,59.7,57.0
1135,5,6,2,60.6,59.0
1136,5,4,2,62.6,58.0
1137,4,7,3,61.7,57.0
1138,4,6,2,62.2,56.0
1139,4,4,7,60.6,57.0
1140,5,2,3,61.6,61.0
1141,4,4,3,61.7,54.0
1142,4,6,3,62.5,57.0
1143,4,4,6,61.9,57.0
1144,3,1,3,62.7,56.0
1145,5,2,2,59.3,62.0
1146,3,3,5,61.2,55.0
1147,2,2,3,63.0,61.0
1148,2,2,4,57.1,61.0
1149,4,7,6,60.5,57.0
1150,3,6,2,63.2,61.0
1151,2,6,4,63.5,58.0
1152,2,5,2,61.4,61.0
1153,5,5,3,61.3,57.0
1154,5,4,8,62.0,60.0
1155,3,4,5,63.3,56.0
1156,2,4,5,60.8,62.0
1157,5,3,3,61.0,58.0
1158,4,5,4,62.0,55.0
1159,2,7,2,60.4,65.0
1160,3,2,2,61.8,60.0
1161,3,7,2,59.1,58.0
1162,4,3,6,62.5,53.4
1163,4,2,6,60.9,57.0
1164,2,6,2,63.5,55.0
1165,5,6,2,59.7,59.0
1166,4,3,7,62.1,55.0
1167,4,4,5,61.1,56.0
1168,3,1,5,62.5,58.0
1169,4,6,4,61.3,55.0
1170,4,6,6,61.7,57.0
1171,3,5,3,62.8,59.0
1172,4,3,7,62.3,55.0
1173,5,5,4,58.7,59.0
1174,3,4,5,63.0,55.0
1175,5,6,4,59.1,60.0
1176,5,7,3,60.5,59.0
1177,4,2,3,60.5,59.0
1178,4,5,4,61.8,54.0
1179,5,1,5,62.1,58.0
1180,5,3,2,61.6,58.0
1181,4,3,3,62.4,52.8
1182,4,6,4,61.9,56.0
1183,3,4,3,62.8,56.0
1184,5,3,3,62.8,58.0
1185,5,1,2,59.3,61.0
1186,4,7,4,61.8,55.0
1187,5,1,3,61.8,59.0
1188,3,3,3,62.8,57.0
1189,4,2,3,61.8,57.0
1190,4,6,3,61.6,57.0
1191,2,4,4,59.1,61.0
1192,5,3,7,60.6,59.0
1193,4,7,5,61.0,57.0
1194,4,6,4,61.5,56.0
1195,4,4,4,60.2,55.0
1196,4,7,4,60.1,58.0
1197,3,4,4,62.6,57.0
1198,5,7,2,59.9,62.0
1199,4,5,3,61.8,57.0
1200,5,2,2,62.9,59.0
1201,5,6,4,62.3,59.0
1202,3,7,3,63.1,56.0
1203,3,1,4,60.6,61.0
1204,5,4,3,60.4,59.0
1205,3,3,3,60.6,59.0
1206,4,4,4,60.8,57.0
1207,4,4,3,60.5,56.4
1208,2,6,4,63.9,59.0
1209,2,4,6,63.2,59.0
1210,5,4,3,58.3,58.0
1211,5,6,4,62.0,60.0
1212,5,5,5,62.6,58.0
1213,4,5,3,62.7,57.0
1214,5,6,1,60.2,61.0
1215,5,4,5,62.1,58.0
1216,4,6,6,61.6,56.0
1217,5,3,3,62.4,58.0
1218,4,6,2,61.2,57.0
1219,4,6,3,60.2,57.0
1220,4,6,7,61.3,57.0
1221,4,7,5,62.3,54.0
1222,4,5,5,61.5,57.0
1223,4,3,2,60.7,57.0
1224,5,2,3,62.4,59.0
1225,4,4,3,62.8,55.0
1226,5,1,3,61.2,59.0
1227,4,6,4,61.9,57.0
1228,2,3,3,63.1,56.0
1229,5,4,8,61.9,58.0
1230,3,2,6,59.7,60.0
1231,5,3,3,60.3,59.0
1232,3,7,8,60.7,56.0
1233,5,3,2,62.2,56.0
1234,3,3,3,59.3,60.0
1235,2,4,3,61.9,61.0
1236,5,6,6,62.2,56.0
1237,2,4,5,58.1,61.2
1238,5,2,4,61.4,59.0
1239,4,1,5,62.3,54.0
1240,5,1,3,58.2,59.0
1241,3,5,2,61.8,56.0
1242,4,6,5,62.1,57.0
1243,5,7,3,61.9,60.0
1244,5,4,7,62.1,59.0
1245,5,2,2,62.2,60.0
1246,4,5,4,61.1,55.0
1247,2,6,8,63.6,56.0
1248,4,7,2,62.7,55.0
1249,4,6,2,61.0,57.0
1250,4,3,4,60.1,57.0
1251,4,5,5,62.0,55.0
1252,4,4,6,61.7,56.0
1253,5,4,4,61.9,58.0
1254,5,5,2,59.9,60.0
1255,5,6,5,63.0,60.0
1256,4,5,4,62.8,56.0
1257,5,4,3,62.6,56.0
1258,5,3,4,62.1,60.0
1259,4,6,2,61.9,56.0
1260,3,4,6,60.0,63.0
1261,4,7,5,62.3,56.0
1262,4,5,7,61.5,56.0
1263,2,3,2,63.8,58.0
1264,5,3,2,61.6,60.0
1265,4,3,4,61.7,57.0
1266,3,4,5,61.6,57.0
1267,5,7,2,62.0,60.0
1268,4,2,3,61.3,57.0
1269,4,3,3,62.9,56.0
1270,4,3,3,62.3,55.0
1271,4,4,6,61.5,57.0
1272,3,3,3,62.6,58.0
1273,4,6,4,62.0,57.0
1274,4,4,8,61.3,57.0
1275,4,5,3,62.0,55.1
1276,4,4,3,61.7,56.0
1277,1,7,2,66.2,54.0
1278,2,4,4,63.1,58.0
1279,5,2,2,59.8,58.0
1280,5,2,4,60.2,61.0
1281,4,4,4,62.9,56.0
1282,3,7,5,63.3,57.0
1283,4,6,4,61.1,56.0
1284,3,3,4,63.6,58.0
1285,4,2,3,61.2,55.0
1286,4,4,6,61.5,56.0
1287,4,1,2,62.9,54.0
1288,3,7,4,63.5,57.0
1289,5,7,6,58.3,61.0
1290,2,2,3,59.4,63.0
1291,4,4,5,61.2,56.0
1292,4,4,5,62.0,56.0
1293,5,5,5,61.4,59.0
1294,5,6,7,60.7,60.0
1295,3,2,2,59.8,56.0
1296,5,3,3,61.8,60.0
1297,3,4,3,62.0,54.0
1298,5,1,2,62.2,59.0
1299,4,3,3,62.6,55.0
1300,3,5,5,61.8,60.0
1301,2,5,5,59.1,62.0
1302,5,4,3,61.4,58.0
1303,5,4,5,61.0,60.0
1304,4,4,7,60.8,56.0
1305,2,6,3,64.0,56.0
1306,3,3,2,60.8,60.0
1307,2,4,5,59.5,61.4
1308,2,4,3,63.7,56.0
1309,2,3,3,62.2,61.0
1310,1,1,5,66.8,57.0
1311,4,2,5,62.2,57.0
1312,5,4,3,59.3,60.0
1313,5,7,2,58.8,59.0
1314,2,4,3,63.9,58.0
1315,4,6,2,61.7,55.0
1316,4,7,4,61.1,56.0
1317,3,4,6,60.7,57.0
1318,3,4,4,63.0,55.0
1319,1,4,2,68.5,66.0
1320,4,4,5,62.1,55.1
1321,3,3,8,62.3,56.0
1322,4,2,4,58.5,62.0
1323,1,3,4,64.6,54.0
1324,5,4,3,62.4,58.0
1325,5,6,5,60.2,58.0
1326,4,7,2,62.4,56.0
1327,4,2,4,62.0,54.1
1328,5,7,3,62.8,58.0
1329,4,5,4,61.1,56.5
1330,3,6,3,62.3,58.0
1331,4,6,5,61.8,55.0
1332,4,1,4,62.3,55.0
1333,4,5,4,62.3,55.0
1334,4,1,4,62.0,56.0
1335,3,6,2,63.7,57.0
1336,4,7,6,61.7,55.0
1337,3,4,5,61.3,54.0
1338,5,6,2,62.6,60.0
1339,4,4,6,61.5,56.0
1340,5,3,6,59.8,60.0
1341,4,7,7,61.8,56.0
1342,5,7,4,61.6,59.0
1343,2,2,2,63.8,60.0
1344,2,7,2,59.2,60.0
1345,4,6,2,60.9,57.0
1346,2,6,4,63.4,55.0
1347,4,5,3,61.3,56.0
1348,5,3,5,62.4,58.0
1349,3,6,3,60.5,61.0
1350,5,2,5,61.6,60.0
1351,3,3,2,62.7,59.0
1352,4,1,3,61.9,55.0
1353,3,6,3,61.2,57.0
1354,4,1,4,62.2,54.0
1355,5,1,4,62.5,60.0
1356,5,1,4,62.2,58.0
1357,5,6,2,61.0,60.0
1358,4,6,7,61.2,54.0
1359,5,7,4,60.9,58.0
1360,2,6,4,63.4,60.0
1361,2,6,4,63.8,55.0
1362,5,7,2,62.6,61.0
1363,3,4,4,62.7,59.0
1364,3,2,2,60.8,63.0
1365,5,4,4,62.7,58.0
1366,5,3,3,59.8,57.0
1367,2,7,2,63.9,57.0
1368,4,4,4,62.5,54.0
1369,4,6,6,62.0,55.0
1370,4,5,4,61.5,55.0
1371,5,7,3,61.4,58.0
1372,4,6,4,62.0,56.0
1373,4,6,3,61.4,56.0
1374,3,4,2,60.6,57.0
1375,1,4,2,65.6,58.0
1376,5,3,3,60.2,58.0
1377,4,6,4,60.4,57.0
1378,4,4,8,61.4,55.0
1379,4,5,3,62.1,56.0
1380,3,3,5,62.9,54.0
1381,4,7,5,62.3,56.0
1382,4,4,5,62.9,57.0
1383,2,6,5,60.2,61.0
1384,4,3,3,62.1,57.0
1385,5,6,4,62.2,58.0
1386,3,5,2,61.7,61.0
1387,4,7,5,61.8,56.0
1388,5,6,2,59.8,61.0
1389,3,3,5,63.3,56.0
1390,4,6,7,61.9,55.0
1391,5,6,2,60.4,62.0
1392,2,2,2,63.8,57.0
1393,5,7,5,61.6,60.0
1394,4,3,2,62.1,57.0
1395,5,4,4,61.6,58.0
1396,4,1,3,60.1,59.0
1397,4,6,4,60.9,55.0
1398,3,5,4,62.5,59.0
1399,5,1,3,58.4,59.0
1400,5,6,3,62.1,58.0
1401,5,6,2,62.5,58.0
1402,5,3,6,59.6,57.0
1403,5,3,3,63.0,58.0
1404,5,2,2,61.6,56.0
1405,5,6,2,61.8,54.0
1406,4,4,7,62.6,57.0
1407,3,6,4,63.0,58.0
1408,1,2,4,57.4,67.0
1409,4,6,8,61.9,54.0
1410,3,6,3,63.0,56.0
1411,4,1,3,62.2,53.0
1412,4,6,4,61.8,55.0
1413,4,4,6,62.6,57.0
1414,5,2,3,62.7,58.0
1415,1,7,3,66.2,56.0
1416,3,5,2,61.1,59.0
1417,2,3,2,63.7,59.0
1418,4,6,5,62.8,56.0
1419,4,3,3,62.1,57.0
1420,2,6,3,63.7,54.0
1421,4,4,6,60.0,58.0
1422,5,4,7,58.1,59.0
1423,4,4,8,61.6,56.0
1424,5,4,3,62.2,58.0
1425,2,4,4,64.0,57.0
1426,3,5,5,63.2,56.0
1427,5,5,4,60.8,58.0
1428,3,3,3,62.5,58.0
1429,4,6,5,61.9,56.0
1430,4,1,2,62.4,58.0
1431,3,5,4,58.7,62.0
1432,4,1,5,62.0,57.0
1433,4,3,5,61.6,54.8
1434,4,5,6,61.8,56.0
1435,4,5,8,62.5,54.0
1436,2,2,5,59.6,65.0
1437,5,7,2,61.0,61.0
1438,5,3,3,62.2,59.0
1439,5,7,2,60.0,60.0
1440,4,4,2,61.8,56.0
1441,1,3,1,67.7,58.0
1442,5,2,2,61.2,58.0
1443,3,6,4,61.6,60.0
1444,4,4,8,61.0,57.0
1445,2,3,2,64.2,56.0
1446,4,7,4,62.1,55.0
1447,5,3,3,62.0,60.0
1448,3,6,3,62.0,54.0
1449,4,7,3,61.5,56.0
1450,2,7,3,63.1,61.0
1451,5,2,5,63.0,57.0
1452,3,6,3,63.8,54.0
1453,3,6,3,58.5,59.0
1454,5,6,4,62.8,59.0
1455,5,5,3,62.9,58.0
1456,5,2,3,63.0,58.0
1457,3,5,6,63.3,56.0
1458,4,3,2,62.3,55.0
1459,5,7,6,59.9,58.0
1460,2,5,4,63.6,57.0
1461,5,3,3,62.2,58.0
1462,3,6,2,59.6,61.0
1463,4,4,6,61.5,55.2
1464,4,3,3,62.1,55.0
1465,4,7,4,60.9,56.0
1466,4,2,7,62.3,55.0
1467,3,2,5,58.5,58.3
1468,5,5,5,60.8,58.0
1469,3,7,3,60.3,58.0
1470,5,6,4,61.6,62.0
1471,3,3,5,59.8,57.0
1472,4,6,6,62.2,56.0
1473,4,6,7,61.8,55.0
1474,4,7,4,62.4,57.0
1475,1,3,3,61.9,70.0
1476,4,3,4,62.1,55.0
1477,4,7,6,62.0,55.0
1478,4,2,7,61.8,55.0
1479,3,5,3,62.2,54.0
1480,5,5,2,61.7,58.0
1481,2,4,4,56.7,64.0
1482,2,5,8,58.8,61.0
1483,5,7,1,61.8,59.0
1484,3,5,6,62.2,58.0
1485,4,2,5,62.1,54.0
1486,4,3,4,61.2,53.0
1487,4,5,2,62.5,56.0
1488,4,6,6,61.9,55.0
1489,5,1,3,62.4,58.0
1490,4,5,6,62.1,54.0
1491,3,6,4,62.8,56.0
1492,4,7,3,61.1,56.0
1493,5,4,3,63.0,57.0
1494,5,3,4,61.7,59.0
1495,3,5,4,59.5,61.0
1496,4,4,6,60.1,56.0
1497,4,2,5,62.0,55.0
1498,4,3,2,60.9,59.0
1499,4,4,8,61.6,55.0
1500,3,2,3,61.9,60.0
1501,4,5,5,60.4,57.0
1502,2,5,3,63.1,56.0
1503,3,5,3,61.6,57.0
1504,2,2,3,63.8,59.0
1505,5,4,2,60.1,59.0
1506,3,2,3,63.2,54.0
1507,3,5,7,61.9,56.0
1508,2,2,3,63.1,57.0
1509,5,7,2,60.9,62.0
1510,5,2,2,61.3,55.0
1511,3,1,4,63.4,56.0
1512,5,3,3,62.4,58.0
1513,5,7,3,62.2,59.0
1514,2,6,2,57.4,62.0
1515,3,4,4,63.2,57.0
1516,5,6,2,62.9,59.0
1517,4,7,4,61.8,55.0
1518,3,4,6,61.1,55.0
1519,2,5,4,60.3,61.0
1520,4,1,2,60.9,57.0
1521,4,3,5,61.8,57.0
1522,4,6,3,61.4,55.0
1523,4,6,5,61.8,56.0
1524,3,3,2,60.7,59.0
1525,4,3,6,62.5,56.0
1526,4,5,5,60.7,58.0
1527,4,4,5,63.0,54.0
1528,5,3,4,62.4,57.0
1529,5,7,4,62.5,58.0
1530,4,6,3,62.0,54.0
1531,4,7,3,61.9,57.0
1532,4,2,5,61.6,55.0
1533,4,5,7,62.0,58.0
1534,2,3,3,63.3,60.0
1535,5,3,6,60.9,58.0
1536,4,7,3,60.3,56.0
1537,5,6,2,59.7,58.0
1538,5,6,3,61.2,61.0
1539,4,6,7,62.3,53.0
1540,5,3,4,62.2,59.0
1541,5,4,5,60.9,58.0
1542,2,4,3,60.7,59.0
1543,4,3,3,61.1,57.0
1544,1,4,3,65.5,58.0
1545,4,4,5,61.4,55.0
1546,3,7,3,59.4,63.0
1547,2,6,6,63.4,64.0
1548,5,6,6,62.4,56.0
1549,4,2,4,61.7,57.0
1550,4,6,4,62.0,55.0
1551,3,2,2,61.6,57.0
1552,5,6,6,61.8,58.0
1553,3,3,3,63.1,57.0
1554,3,6,2,63.2,56.0
1555,5,5,6,61.0,57.0
1556,5,2,7,60.1,61.0
1557,4,5,4,61.7,53.0
1558,3,5,2,62.4,58.0
1559,4,4,6,60.9,54.0
1560,2,4,4,63.5,58.0
1561,4,7,2,61.4,56.0
1562,5,5,8,59.8,60.0
1563,5,5,8,61.1,58.0
1564,3,6,3,62.9,56.0
1565,1,6,4,64.8,59.0
1566,3,5,4,62.7,58.0
1567,5,5,3,60.6,61.0
1568,3,7,4,63.1,59.0
1569,3,4,3,62.0,54.8
1570,1,7,4,64.4,54.0
1571,3,3,5,62.8,56.0
1572,5,4,2,61.7,58.0
1573,3,5,3,62.7,56.0
1574,4,7,3,62.4,57.0
1575,4,5,6,61.7,57.0
1576,3,2,3,62.0,62.0
1577,3,1,2,62.6,58.0
1578,4,5,6,61.4,56.0
1579,4,3,8,61.8,55.0
1580,5,4,4,62.3,60.0
1581,2,4,4,64.1,56.0
1582,3,6,5,62.7,56.0
1583,4,6,4,62.5,57.0
1584,4,5,7,62.3,56.0
1585,4,7,3,60.7,57.0
1586,4,4,6,62.4,53.0
1587,4,5,7,62.1,54.0
1588,4,7,5,61.4,53.0
1589,4,5,7,61.6,55.0
1590,1,6,3,65.1,58.0
1591,3,4,6,61.6,57.0
1592,5,2,5,61.5,58.0
1593,3,2,3,62.2,60.0
1594,2,4,5,63.2,56.0
1595,4,6,4,62.0,56.0
1596,4,2,6,62.2,54.0
1597,4,7,6,62.5,53.0
1598,3,2,4,61.6,59.0
1599,4,6,2,62.4,55.0
1600,4,3,3,62.3,54.0
1601,4,4,4,61.9,55.0
1602,3,7,4,62.8,55.0
1603,5,5,4,61.9,59.0
1604,4,6,5,61.7,56.0
1605,4,6,4,60.8,56.0
1606,3,6,3,60.8,57.0
1607,4,5,4,62.2,55.0
1608,5,5,4,61.3,58.0
1609,3,4,5,63.0,56.0
1610,3,2,4,61.2,59.0
1611,5,3,7,61.2,60.0
1612,5,4,4,61.9,56.0
1613,3,7,4,63.2,60.0
1614,2,5,3,57.9,53.0
1615,3,7,3,63.5,58.0
1616,3,7,5,62.1,60.0
1617,4,2,3,61.7,57.0
1618,3,7,3,62.8,57.0
1619,4,4,3,62.1,56.0
1620,1,5,3,64.8,59.0
1621,5,6,2,60.8,58.0
1622,4,6,5,61.8,56.0
1623,2,7,2,63.6,54.0
1624,3,4,7,62.1,56.0
1625,4,1,4,61.9,54.0
1626,4,6,3,62.1,57.0
1627,4,3,4,62.0,54.0
1628,5,7,3,60.9,58.0
1629,1,6,2,58.2,60.0
1630,4,5,7,60.4,56.0
1631,5,3,1,62.1,62.0
1632,3,5,8,59.9,59.0
1633,2,7,2,63.7,52.0
1634,5,5,7,59.2,58.0
1635,4,7,3,62.3,55.0
1636,5,7,6,62.9,58.0
1637,2,6,4,57.6,62.0
1638,3,6,2,59.0,62.0
1639,3,7,3,62.0,58.0
1640,4,1,4,62.3,56.0
1641,2,6,5,59.9,61.0
1642,4,7,7,61.7,57.0
1643,5,5,4,59.4,57.0
1644,3,4,6,59.3,62.0
1645,5,4,5,58.9,59.0
1646,2,5,2,62.6,65.0
1647,5,6,3,61.2,58.0
1648,3,4,8,62.3,55.0
1649,5,5,5,62.1,53.0
1650,5,5,3,62.6,62.0
1651,2,5,4,57.8,60.0
1652,4,7,5,61.0,57.0
1653,3,5,3,59.6,60.0
1654,4,6,2,62.0,55.0
1655,5,3,3,60.1,55.0
1656,5,5,6,60.7,58.0
1657,5,3,1,61.7,57.0
1658,4,4,4,61.2,57.0
1659,4,1,3,62.3,55.0
1660,3,6,2,58.3,61.9
1661,2,4,3,62.5,64.0
1662,5,4,3,61.3,59.0
1663,3,3,3,63.1,58.0
1664,4,3,3,61.8,57.0
1665,4,5,7,62.4,54.0
1666,4,2,5,62.1,56.0
1667,2,7,3,63.6,60.0
1668,4,6,2,60.5,57.0
1669,5,2,4,61.9,58.0
1670,4,4,4,62.2,55.0
1671,4,2,6,61.7,56.0
1672,4,3,5,61.8,54.0
1673,3,1,5,62.4,57.0
1674,3,5,3,63.2,54.0
1675,4,2,5,60.9,57.0
1676,3,5,2,58.8,57.0
1677,4,7,3,61.7,56.0
1678,4,4,4,61.9,57.0
1679,3,7,3,62.2,58.0
1680,5,7,2,61.5,60.0
1681,4,4,3,62.1,56.0
1682,1,5,2,65.7,57.0
1683,5,3,6,63.0,56.0
1684,1,3,4,57.0,58.0
1685,1,7,4,65.7,58.0
1686,4,6,6,61.8,54.0
1687,2,7,3,64.3,54.0
1688,5,6,1,59.6,59.0
1689,4,7,2,61.3,59.0
1690,1,2,1,67.4,58.0
1691,3,3,3,63.1,54.0
1692,5,7,3,60.7,58.0
1693,4,3,5,61.8,57.0
1694,3,4,5,60.8,60.0
1695,2,6,6,61.2,62.0
1696,3,3,4,62.7,59.0
1697,5,5,2,58.5,60.0
1698,4,6,2,62.8,55.0
1699,3,4,4,60.6,60.0
1700,5,4,2,60.0,60.0
1701,4,2,5,61.9,53.9
1702,3,5,2,61.8,60.0
